id,vp_x,vp_y,vp_z,euler_1,euler_2,euler_3,n0_x,n0_y,n0_z,n1_x,n1_y,n1_z,n2_x,n2_y,n2_z,n3_x,n3_y,n3_z,n4_x,n4_y,n4_z,n5_x,n5_y,n5_z,n6_x,n6_y,n6_z,n7_x,n7_y,n7_z,n8_x,n8_y,n8_z,n9_x,n9_y,n9_z,n10_x,n10_y,n10_z,n11_x,n11_y,n11_z,n12_x,n12_y,n12_z,n13_x,n13_y,n13_z,n14_x,n14_y,n14_z,n15_x,n15_y,n15_z,n16_x,n16_y,n16_z,n17_x,n17_y,n17_z,n18_x,n18_y,n18_z,n19_x,n19_y,n19_z,n20_x,n20_y,n20_z,n21_x,n21_y,n21_z,n22_x,n22_y,n22_z,n23_x,n23_y,n23_z,n24_x,n24_y,n24_z
000010,0.504532,0.704786,0.504953,315.87,146.784,234.981,0.468492,0.808663,0.355779,-0.666929,0.625245,0.405307,0,0,0,0,0,0,0.986568,0.157558,-0.0431068,-0.177161,0.94131,-0.287315,0,0,0,0.574711,0.783543,-0.236153,-0.816118,0.551754,-0.171812,0.698191,0.322803,0.639005,0,0,0,-0.121959,0.876593,0.465521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840038,0.518202,0.160629,-0.943106,0.232258,0.237921,-0.941644,0.0502676,-0.332835,0.84395,0.339247,-0.415522,0.137685,0.990403,0.0120007,-0.453644,0.890367,0.0381195,-0.457884,0.712101,-0.532217,0,0,0
000011,0.505108,0.704563,0.505028,315.87,146.784,234.981,0.468402,0.80851,0.356246,-0.667223,0.625523,0.404393,-0.670635,0.279905,-0.686951,0,0,0,0.986552,0.158061,-0.0416084,-0.17711,0.941027,-0.288272,0,0,0,0.574781,0.783637,-0.235667,-0.815975,0.551657,-0.172797,0.69698,0.323896,0.639773,0,0,0,-0.12199,0.876824,0.465079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839639,0.518544,0.161615,-0.943337,0.232314,0.23695,-0.941311,0.0502498,-0.333778,0.844149,0.339866,-0.414612,0.137685,0.990403,0.0120007,-0.453661,0.890401,0.0371202,-0.457042,0.712639,-0.53222,0,0,0
000012,0.505286,0.704989,0.505199,315.87,146.784,234.981,0.468402,0.80851,0.356246,-0.667223,0.625523,0.404393,-0.670827,0.279444,-0.686951,0,0,0,0.986493,0.158558,-0.0411089,-0.177161,0.94131,-0.287315,0,0,0,0.575255,0.783436,-0.235182,-0.815975,0.551657,-0.172797,0.697191,0.323442,0.639774,0,0,0,-0.121959,0.876593,0.465521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83957,0.518501,0.162109,-0.943337,0.232314,0.23695,-0.941285,0.0507491,-0.333778,0.844534,0.340019,-0.413702,0.137684,0.990391,0.0130005,-0.453644,0.890367,0.0381195,-0.457884,0.712101,-0.532217,0,0,0
000013,0.50464,0.705438,0.505339,315.87,146.784,234.981,0.468402,0.80851,0.356246,-0.666929,0.625245,0.405307,-0.671269,0.28017,-0.686224,0,0,0,0.986511,0.158055,-0.0426074,-0.177211,0.941592,-0.286357,0,0,0,0.574852,0.783732,-0.235181,-0.816469,0.551388,-0.171319,0.697981,0.323257,0.639005,0,0,0,-0.121929,0.876362,0.465964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83997,0.51816,0.161122,-0.943106,0.232258,0.237921,-0.941644,0.0502676,-0.332835,0.844149,0.339866,-0.414612,0.137684,0.990391,0.0130005,-0.453627,0.890333,0.0391187,-0.458168,0.712551,-0.53137,0,0,0
000014,0.504955,0.705106,0.504584,315.87,146.784,234.981,0.468311,0.808356,0.356714,-0.666929,0.625245,0.405307,-0.670249,0.280828,-0.686951,0,0,0,0.986532,0.158058,-0.0421079,-0.177161,0.94131,-0.287315,0,0,0,0.574781,0.783637,-0.235667,-0.816326,0.551292,-0.172304,0.697401,0.322989,0.639774,0,0,0,-0.121929,0.876362,0.465964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83957,0.518501,0.162109,-0.943341,0.231801,0.237436,-0.941311,0.0502498,-0.333778,0.844149,0.339866,-0.414612,0.137684,0.990391,0.0130005,-0.453644,0.890367,0.0381195,-0.457463,0.71237,-0.532218,0,0,0
000015,0.504809,0.704956,0.505027,315.87,146.784,234.981,0.468402,0.80851,0.356246,-0.666929,0.625245,0.405307,-0.671787,0.277136,-0.686948,0,0,0,0.986452,0.158552,-0.0421079,-0.177161,0.94131,-0.287315,0,0,0,0.574781,0.783637,-0.235667,-0.816326,0.551292,-0.172304,0.698191,0.322803,0.639005,0,0,0,-0.121959,0.876593,0.465521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83997,0.51816,0.161122,-0.943341,0.231801,0.237436,-0.94159,0.0512661,-0.332835,0.844149,0.339866,-0.414612,0.137684,0.990397,0.0125006,-0.453644,0.890367,0.0381195,-0.457884,0.712101,-0.532217,0,0,0
000016,0.504921,0.704909,0.504618,315.87,146.784,234.981,0.468402,0.80851,0.356246,-0.666929,0.625245,0.405307,-0.670249,0.280828,-0.686951,0,0,0,0.986532,0.158058,-0.0421079,-0.177136,0.941168,-0.287793,0,0,0,0.574781,0.783637,-0.235667,-0.816326,0.551292,-0.172304,0.697191,0.323442,0.639774,0,0,0,-0.121929,0.876362,0.465964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839901,0.518118,0.161616,-0.943341,0.231801,0.237436,-0.941311,0.0502498,-0.333778,0.844149,0.339866,-0.414612,0.137684,0.990397,0.0125006,-0.453644,0.890367,0.0381195,-0.457042,0.712639,-0.53222,0,0,0
000017,0.504915,0.704528,0.504949,315.87,146.784,234.981,0.468492,0.808663,0.355779,-0.667223,0.625523,0.404393,-0.670827,0.279444,-0.686951,0,0,0,0.986532,0.158058,-0.0421079,-0.17711,0.941027,-0.288272,0,0,0,0.574711,0.783543,-0.236153,-0.816255,0.551243,-0.172796,0.698191,0.322803,0.639005,0,0,0,-0.12199,0.876824,0.465079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83997,0.51816,0.161122,-0.943456,0.231829,0.23695,-0.94159,0.0512661,-0.332835,0.844149,0.339866,-0.414612,0.137685,0.990403,0.0120007,-0.453207,0.890611,0.03762,-0.457042,0.712639,-0.53222,0,0,0
000018,0.505435,0.705267,0.504753,315.87,146.784,234.981,0.468221,0.808202,0.357181,-0.667076,0.625384,0.40485,0,0,0,0,0,0,0.986573,0.158065,-0.0411089,-0.177161,0.94131,-0.287315,0,0,0,0.574922,0.783826,-0.234695,-0.816184,0.551195,-0.173289,0.697611,0.322535,0.639774,0,0,0,-0.121929,0.876362,0.465964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839763,0.518033,0.162602,-0.943337,0.232314,0.23695,-0.941258,0.0512483,-0.333778,0.844534,0.340019,-0.413702,0.137684,0.990391,0.0130005,-0.453644,0.890367,0.0381195,-0.457463,0.71237,-0.532218,0,0,0
000019,0.505226,0.705152,0.50476,315.87,146.784,234.981,0.468221,0.808202,0.357181,-0.666929,0.625245,0.405307,-0.670703,0.27885,-0.687314,0,0,0,0.986552,0.158061,-0.0416084,-0.177161,0.94131,-0.287315,0,0,0,0.574852,0.783732,-0.235181,-0.816255,0.551243,-0.172796,0.697611,0.322535,0.639774,0,0,0,-0.121929,0.876362,0.465964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839832,0.518076,0.162109,-0.943337,0.232314,0.23695,-0.941285,0.0507491,-0.333778,0.844336,0.339402,-0.414613,0.137684,0.990391,0.0130005,-0.453644,0.890367,0.0381195,-0.457463,0.71237,-0.532218,0,0,0
000020,0.504663,0.705467,0.504606,309.278,170.04,135.715,0.489862,0.790978,0.36659,-0.650688,0.642519,0.404689,-0.656802,0.302096,-0.690904,0,0,0,0.99127,0.127725,-0.0326993,-0.145267,0.948597,-0.281177,0,0,0,0.601316,0.766682,-0.224983,-0.79742,0.577592,-0.174668,0.700999,0.297334,0.648223,0,0,0,-0.0989586,0.876277,0.471536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853772,0.491156,0.172739,-0.937643,0.259184,0.231621,-0.936564,0.0816631,-0.34085,0.857789,0.315746,-0.405588,0.168219,0.98552,0.0212882,-0.426163,0.903697,0.0414357,-0.430093,0.730609,-0.530312,0,0,0
000021,0.504833,0.704865,0.504641,309.278,170.04,135.715,0.48996,0.791133,0.366125,-0.650975,0.642804,0.403775,-0.655961,0.30391,-0.690908,0,0,0,0.99127,0.127725,-0.0326993,-0.145227,0.948319,-0.282137,0,0,0,0.600923,0.76699,-0.224982,-0.797279,0.577489,-0.175653,0.700804,0.297795,0.648223,0,0,0,-0.0989832,0.876511,0.471095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854096,0.490765,0.172247,-0.937622,0.259697,0.231135,-0.93652,0.0821612,-0.34085,0.857962,0.315277,-0.405588,0.168221,0.98553,0.0207884,-0.42618,0.903734,0.0404366,-0.430259,0.729896,-0.531158,0,0,0
000022,0.505137,0.704772,0.505478,309.278,170.04,135.715,0.48996,0.791133,0.366125,-0.651261,0.643088,0.40286,-0.655853,0.304963,-0.690547,0,0,0,0.99135,0.127231,-0.0321997,-0.145227,0.948319,-0.282137,0,0,0,0.600993,0.767078,-0.224495,-0.797279,0.577489,-0.175653,0.701595,0.297587,0.647461,0,0,0,-0.0990323,0.876979,0.470213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853772,0.491156,0.172739,-0.937844,0.259758,0.230162,-0.93652,0.0821612,-0.34085,0.85836,0.315955,-0.404217,0.168223,0.98554,0.0202886,-0.42618,0.903734,0.0404366,-0.429662,0.730861,-0.530314,0,0,0
000023,0.505164,0.704749,0.505264,309.278,170.04,135.715,0.48996,0.791133,0.366125,-0.651261,0.643088,0.40286,0,0,0,0,0,0,0.99135,0.127231,-0.0321997,-0.145227,0.948319,-0.282137,0,0,0,0.601316,0.766682,-0.224983,-0.797279,0.577489,-0.175653,0.701985,0.296666,0.647462,0,0,0,-0.0990323,0.876979,0.470213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853772,0.491156,0.172739,-0.937844,0.259758,0.230162,-0.936477,0.0826593,-0.34085,0.85817,0.315885,-0.404674,0.168223,0.98554,0.0202886,-0.42618,0.903734,0.0404366,-0.43069,0.729643,-0.531156,0,0,0
000024,0.505124,0.705353,0.504946,309.278,170.04,135.715,0.48934,0.791087,0.367054,-0.650975,0.642804,0.403775,-0.656592,0.302549,-0.690905,0,0,0,0.99135,0.127231,-0.0321997,-0.145227,0.948319,-0.282137,0,0,0,0.601063,0.767166,-0.224008,-0.797056,0.577945,-0.175161,0.700999,0.297334,0.648223,-0.703001,0.11848,0.701251,-0.0989832,0.876511,0.471095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853697,0.491113,0.173232,-0.937866,0.259246,0.230648,-0.936477,0.0826593,-0.34085,0.85817,0.315885,-0.404674,0.168219,0.98552,0.0212882,-0.426171,0.903716,0.0409361,-0.429662,0.730861,-0.530314,0,0,0
000025,0.504767,0.704765,0.505469,309.278,170.04,135.715,0.490579,0.791179,0.365196,-0.650975,0.642804,0.403775,-0.656166,0.305109,-0.690185,0,0,0,0.99127,0.127725,-0.0326993,-0.145227,0.948319,-0.282137,0,0,0,0.600923,0.76699,-0.224982,-0.797349,0.57754,-0.17516,0.701595,0.297587,0.647461,0,0,0,-0.0990323,0.876979,0.470213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854171,0.490808,0.171755,-0.937622,0.259697,0.231135,-0.93669,0.082176,-0.34038,0.857997,0.316355,-0.404674,0.168223,0.98554,0.0202886,-0.42618,0.903734,0.0404366,-0.430093,0.730609,-0.530312,0,0,0
000026,0.504905,0.70534,0.50489,309.278,170.04,135.715,0.489862,0.790978,0.36659,-0.650975,0.642804,0.403775,0,0,0,0,0,0,0.991223,0.128222,-0.0321997,-0.145227,0.948319,-0.282137,0,0,0,0.600993,0.767078,-0.224495,-0.797349,0.57754,-0.17516,0.700804,0.297795,0.648223,0,0,0,-0.0989832,0.876511,0.471095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854021,0.490722,0.17274,-0.937622,0.259697,0.231135,-0.93652,0.0821612,-0.34085,0.857997,0.316355,-0.404674,0.168219,0.98552,0.0212882,-0.426163,0.903697,0.0414357,-0.430093,0.730609,-0.530312,0,0,0
000027,0.505173,0.705433,0.505399,309.278,170.04,135.715,0.489862,0.790978,0.36659,-0.650975,0.642804,0.403775,-0.655532,0.306468,-0.690185,0,0,0,0.991302,0.127729,-0.0317,-0.145267,0.948597,-0.281177,0,0,0,0.601063,0.767166,-0.224008,-0.797349,0.57754,-0.17516,0.701985,0.296666,0.647462,0,0,0,-0.0990077,0.876745,0.470654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853697,0.491113,0.173232,-0.937977,0.259276,0.230162,-0.93652,0.0821612,-0.34085,0.858377,0.316494,-0.403759,0.168219,0.98552,0.0212882,-0.426171,0.903716,0.0409361,-0.430525,0.730356,-0.53031,0,0,0
000028,0.504921,0.704543,0.504532,309.278,170.04,135.715,0.48996,0.791133,0.366125,-0.650975,0.642804,0.403775,-0.655117,0.305723,-0.690908,0,0,0,0.99127,0.127725,-0.0326993,-0.145187,0.948039,-0.283096,0,0,0,0.600853,0.766902,-0.22547,-0.797279,0.577489,-0.175653,0.700999,0.297334,0.648223,0,0,0,-0.0990077,0.876745,0.470654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854096,0.490765,0.172247,-0.937622,0.259697,0.231135,-0.936477,0.0826593,-0.34085,0.857789,0.315746,-0.405588,0.168223,0.98554,0.0202886,-0.42618,0.903734,0.0404366,-0.429396,0.730402,-0.531161,0,0,0
000029,0.504544,0.704718,0.504771,309.278,170.04,135.715,0.490057,0.791288,0.36566,-0.650975,0.642804,0.403775,0,0,0,0,0,0,0.991254,0.127722,-0.033199,-0.145227,0.948319,-0.282137,0,0,0,0.600853,0.766902,-0.22547,-0.797349,0.57754,-0.17516,0.701985,0.296666,0.647462,0,0,0,-0.0990077,0.876745,0.470654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854171,0.490808,0.171755,-0.93751,0.259666,0.231621,-0.936564,0.0816631,-0.34085,0.857617,0.316215,-0.405588,0.168223,0.98554,0.0202886,-0.42618,0.903734,0.0404366,-0.43069,0.729643,-0.531156,0,0,0
000030,0.504919,0.705116,0.505016,340.85,230.749,192.943,0.47361,0.796488,0.375899,-0.662738,0.618616,0.42201,-0.670769,0.29908,-0.67869,0,0,0,0.987363,0.153483,-0.0394557,-0.171839,0.949351,-0.263065,0,0,0,0.579076,0.7861,-0.216145,-0.813245,0.560321,-0.157075,0.700865,0.302408,0.646016,0,0,0,-0.116116,0.865203,0.487792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842805,0.509492,0.173484,-0.941582,0.231558,0.244551,-0.941679,0.0651695,-0.330142,0.84552,0.345519,-0.407078,0.143603,0.988929,0.0373785,-0.448232,0.891806,0.0614025,-0.454205,0.728199,-0.513248,0,0,0
000031,0.505137,0.705156,0.504921,340.85,230.749,192.943,0.47404,0.796232,0.3759,-0.662891,0.618761,0.421557,-0.66995,0.300905,-0.678692,0,0,0,0.987383,0.153486,-0.0389561,-0.171839,0.949351,-0.263065,0,0,0,0.579076,0.7861,-0.216145,-0.813181,0.560276,-0.157569,0.699875,0.30307,0.646779,0,0,0,-0.116116,0.865203,0.487792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842731,0.509448,0.173976,-0.9417,0.231587,0.244066,-0.941417,0.0641494,-0.331086,0.845709,0.345056,-0.407078,0.1436,0.988911,0.0378781,-0.448232,0.891806,0.0614025,-0.453781,0.728462,-0.51325,0,0,0
000032,0.504838,0.704739,0.505035,340.85,230.749,192.943,0.473707,0.796649,0.375435,-0.663386,0.61854,0.421103,-0.670564,0.299537,-0.678691,0,0,0,0.987286,0.153977,-0.0394557,-0.171795,0.949092,-0.264029,0,0,0,0.579011,0.786013,-0.216633,-0.813245,0.560321,-0.157075,0.700865,0.302408,0.646016,0,0,0,-0.116147,0.865445,0.487356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843138,0.509109,0.172992,-0.941582,0.231558,0.244551,-0.941679,0.0651695,-0.330142,0.84552,0.345519,-0.407078,0.143606,0.988948,0.0368789,-0.448246,0.891833,0.0609034,-0.453781,0.728462,-0.51325,0,0,0
000033,0.504909,0.70525,0.505411,340.85,230.749,192.943,0.47361,0.796488,0.375899,-0.663386,0.61854,0.421103,-0.669953,0.302551,-0.677957,0,0,0,0.987363,0.153483,-0.0394557,-0.171839,0.949351,-0.263065,0,0,0,0.579076,0.7861,-0.216145,-0.813245,0.560321,-0.157075,0.700667,0.302867,0.646016,0,0,0,-0.116116,0.865203,0.487792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842805,0.509492,0.173484,-0.941582,0.231558,0.244551,-0.941713,0.0646707,-0.330142,0.845709,0.345056,-0.407078,0.1436,0.988911,0.0378781,-0.448232,0.891806,0.0614025,-0.453623,0.729163,-0.512394,0,0,0
000034,0.505053,0.704562,0.504941,340.85,230.749,192.943,0.47361,0.796488,0.375899,-0.663045,0.618905,0.421103,-0.66995,0.300905,-0.678692,0,0,0,0.98744,0.152989,-0.0394557,-0.171795,0.949092,-0.264029,0,0,0,0.579011,0.786013,-0.216633,-0.813116,0.560231,-0.158063,0.700865,0.302408,0.646016,0,0,0,-0.116147,0.865445,0.487356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843138,0.509109,0.172992,-0.9417,0.231587,0.244066,-0.941417,0.0641494,-0.331086,0.84552,0.345519,-0.407078,0.143606,0.988948,0.0368789,-0.448259,0.891861,0.0604044,-0.45293,0.728989,-0.513254,0,0,0
000035,0.504602,0.705042,0.505242,340.85,230.749,192.943,0.473707,0.796649,0.375435,-0.662738,0.618616,0.42201,-0.670363,0.301639,-0.677958,0,0,0,0.987344,0.15348,-0.0399552,-0.171839,0.949351,-0.263065,0,0,0,0.579011,0.786013,-0.216633,-0.81331,0.560365,-0.156581,0.700469,0.303326,0.646016,0,0,0,-0.116116,0.865203,0.487792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84288,0.509537,0.172991,-0.941463,0.231529,0.245036,-0.941747,0.0641719,-0.330142,0.84552,0.345519,-0.407078,0.143606,0.988948,0.0368789,-0.448232,0.891806,0.0614025,-0.453623,0.729163,-0.512394,0,0,0
000036,0.505192,0.704759,0.504873,340.85,230.749,192.943,0.47361,0.796488,0.375899,-0.663045,0.618905,0.421103,-0.66954,0.301817,-0.678692,0,0,0,0.987383,0.153486,-0.0389561,-0.171795,0.949092,-0.264029,0,0,0,0.579011,0.786013,-0.216633,-0.813116,0.560231,-0.158063,0.699875,0.30307,0.646779,0,0,0,-0.116643,0.865379,0.487354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843064,0.509064,0.173484,-0.9417,0.231587,0.244066,-0.941383,0.0646482,-0.331086,0.84552,0.345519,-0.407078,0.143606,0.988948,0.0368789,-0.448259,0.891861,0.0604044,-0.45293,0.728989,-0.513254,0,0,0
